Model,Prompt,Tier,Avg_Latency_s,Avg_Tokens_per_s,Avg_CPU_%,Avg_RAM_%,Avg_Temp_C,Accuracy_%,Performance_Score,family,Family,TokensNorm,AccNorm,LatNorm,RAMNorm,Normalized_Weighted_Score
gemma3:1b,What are the three laws of thermodynamics?,factual,0.2402369976043701,22.13093613501245,4.35,23.2,61.79120159063604,68.43523673521513,605.2405791592884,gemma,gemma,0.7280232153308467,0.2386387672503473,0.18612268924924136,0.5200000000000002,0.5735763784575946
gemma3:1b,Who wrote the novel '1984' and what are its central themes?,factual,0.1048336029052734,24.807363388677523,3.45,23.2,59.21882335362002,65.89068445769888,1423.4284320236711,gemma,gemma,0.8205306442908407,0.16555785577721327,0.07131708573361122,0.5200000000000002,0.6116161973027779
gemma3:1b,Explain how the human respiratory system works in simple terms.,factual,0.8425135612487793,1.168225294077618,2.2,23.2,61.84030611247238,69.52919541311687,9.52779738066424,gemma,gemma,0.0034727978774504076,0.27005784949967765,0.696779933302647,0.5200000000000002,0.19105048734035404
gemma3:1b,What is the difference between supervised and unsupervised learning in machine l,factual,0.8289952278137207,21.41127719193834,1.8,23.2,56.30634623998361,77.9080759510952,198.82251464365297,gemma,gemma,0.7031490856638859,0.5107038099896958,0.6853180313910564,0.5200000000000002,0.5454071709842517
gemma3:1b,Write a motivational paragraph for students preparing for exams.,general,0.4382007122039795,3.8520097359113454,2.6,23.1,55.68150389646739,77.45709620287022,66.56961503289392,gemma,gemma,0.09623451903273018,0.4977514287997221,0.3539718320222899,0.48000000000000115,0.3690248698485506
gemma3:1b,Summarize the impact of social media on modern communication.,general,0.5584220886230469,11.19119743776892,4.2,23.1,60.62433911918174,89.65656102803943,176.51746758939828,gemma,gemma,0.3499045502371772,0.8481266271344365,0.45590493130641624,0.48000000000000115,0.5552188219739185
gemma3:1b,Draft a short email to a professor requesting an extension for a project deadlin,general,0.3849673271179199,26.30769499204263,1.8,23.1,58.305139972480816,93.52319474263238,622.9324587236089,gemma,gemma,0.8723877680085399,0.9591784293285059,0.3088363986340324,0.48000000000000115,0.8269413562751613
gemma3:1b,Describe a peaceful morning scene in a small village.,general,1.1960670948028564,1.3644802659197328,1.25,23.05,57.01669098974446,71.38135252760036,8.075707172368471,gemma,gemma,0.01025611053460136,0.32325279908429627,0.9965503111795186,0.46000000000000085,0.1557682217032256
gemma3:4b,A train leaves City A at 9 AM at 60 km/h and another from City B at 10 AM at 90 ,reasoning,0.1473593711853027,8.555703062424227,2.45,23.0,56.72778426875812,77.6349043757395,422.10462847894513,gemma,gemma,0.2588119160668287,0.5028581752617532,0.10737376291813956,0.44000000000000056,0.4889074664216295
gemma3:4b,"If all bloops are razzies and some razzies are lazzies, can we conclude that som",reasoning,0.3084907531738281,29.42599892260764,3.85,23.0,59.99739386423319,90.15111001410352,832.9241711764975,gemma,gemma,0.9801681229340811,0.862330340294127,0.24399356920593276,0.44000000000000056,0.8579676374206839
gemma3:4b,You are given a 3x3 grid with numbers 1 to 9. Find the path from top-left to bot,reasoning,0.7410013675689697,17.296546761789333,1.7,23.05,59.45283053645152,86.36928389957981,198.9197919288937,gemma,gemma,0.5609284695663306,0.7537142580369885,0.6107099445442055,0.46000000000000085,0.5823436763287876
gemma3:4b,"In a group of 50 students, 30 play football, 25 play cricket, and 10 play both. ",reasoning,0.7678487300872803,8.621406303764267,1.2000000000000002,23.1,57.13105888265494,69.73657637740091,77.29360940341195,gemma,gemma,0.261082868106486,0.27601394245401406,0.6334732413106351,0.48000000000000115,0.3125426817166715
gemma3:4b,Write a Python function to check if a string is a palindrome without using rever,coding,0.4136381149291992,12.110736025160874,2.0,23.1,56.9145112913354,66.3074536559464,189.5561422422915,gemma,gemma,0.38168727492459337,0.1775276915518535,0.3331457381838808,0.48000000000000115,0.39130406979861715
gemma3:4b,Implement a function in Python that returns the Fibonacci sequence up to n terms,coding,1.1622819900512695,5.789077173847451,1.55,23.0,57.21901483204867,87.17593073437313,43.050067731672165,gemma,gemma,0.16318688179925286,0.7768815894549761,0.9679046531480912,0.44000000000000056,0.3607582989265757
gemma3:4b,Write a Python script that counts how many times each word appears in a given te,coding,0.3337092399597168,8.388812465333693,2.75,23.0,60.3833217934025,87.99537636591882,214.76778169730463,gemma,gemma,0.2530435470467845,0.800416509206946,0.26537577754449676,0.44000000000000056,0.5442672160718982
gemma3:4b,Create a function that sorts a list of dictionaries by a key named 'score'.,coding,0.1706893444061279,29.727418792150555,5.25,23.1,61.86795447272374,75.87968117285789,1248.3896421530808,gemma,gemma,0.9905863314359891,0.4524472198104508,0.12715474153815487,0.48000000000000115,0.7585377502098999
gemma3:4b,What are the three laws of thermodynamics?,factual,0.4230687618255615,17.81874711036935,7.649999999999999,23.2,61.86401922254259,94.14697169411738,387.3706043245628,gemma,gemma,0.5789776848338102,0.9770936392352773,0.3411417792793476,0.5200000000000002,0.7044908098482376
gemma3:4b,Who wrote the novel '1984' and what are its central themes?,factual,0.0326669216156005,18.253839571362665,8.45,23.2,58.66745432546229,64.48825701132841,2758.948274560263,gemma,gemma,0.5940161226883235,0.12527938440867242,0.01012852087086998,0.5200000000000002,0.5211645602237571
gemma3:4b,Explain how the human respiratory system works in simple terms.,factual,0.277036190032959,2.3142229490357025,7.5,23.2,57.933990350715696,82.86842851591992,66.81248765183435,gemma,gemma,0.043082802785740434,0.6531678064532835,0.2173239268920679,0.5200000000000002,0.41771867767186766
gemma3:4b,What is the difference between supervised and unsupervised learning in machine l,factual,1.1930463314056396,4.819177611905108,26.5,23.3,60.40068639198113,71.68416791547264,28.71533108310618,gemma,gemma,0.12966349172696712,0.3319498200688282,0.9939890713696448,0.5600000000000008,0.1966525284375063
gemma3:4b,Write a motivational paragraph for students preparing for exams.,general,0.267195463180542,12.618878535560782,20.6,24.0,59.857333090751695,91.88839794429782,418.30718265801744,gemma,gemma,0.399250598238538,0.912226185056964,0.20898018789028838,0.8400000000000005,0.6075720572344466
gemma3:4b,Summarize the impact of social media on modern communication.,general,0.1386454105377197,25.383757145373167,9.8,24.2,58.401558256233415,68.51944728775335,1170.087258930995,gemma,gemma,0.8404529883140117,0.24105733966071916,0.0999853845589381,0.9200000000000003,0.5965013203120328
gemma3:4b,Draft a short email to a professor requesting an extension for a project deadlin,general,0.2916595935821533,7.813463405248961,13.45,23.75,58.48565612772212,85.7457255452789,222.0950710530276,gemma,gemma,0.2331573116820447,0.7358053263590434,0.2297227938011932,0.7400000000000005,0.4940599638202922
gemma3:4b,Describe a peaceful morning scene in a small village.,general,0.8936977386474609,20.8337648631633,10.4,23.3,60.3068995785052,73.88382317004883,170.33108895681514,gemma,gemma,0.683188079567225,0.39512510334027595,0.7401778879090681,0.5600000000000008,0.48777718524715913
deepseek-r1:1.5b,A train leaves City A at 9 AM at 60 km/h and another from City B at 10 AM at 90 ,reasoning,0.4401657581329345,2.859634569970166,0.85,22.6,59.25447232929845,87.89361018143788,55.83356832753579,deepseek,deepseek,0.06193428724453079,0.7974937295947033,0.35563795187335384,0.28000000000000114,0.46489424340155244
deepseek-r1:1.5b,"If all bloops are razzies and some razzies are lazzies, can we conclude that som",reasoning,0.934072971343994,13.963958361811574,3.2,22.6,58.32246138815592,78.6728368870301,116.36645173011613,deepseek,deepseek,0.4457416344892051,0.532668155839852,0.7744111725849094,0.28000000000000114,0.45521486603065564
deepseek-r1:1.5b,You are given a 3x3 grid with numbers 1 to 9. Find the path from top-left to bot,reasoning,1.032527208328247,24.659674160893857,5.25,22.6,60.83862894203754,89.08046451604815,210.70867134387245,deepseek,deepseek,0.8154259470760575,0.8315808251224961,0.8578883861419744,0.28000000000000114,0.6760669491387769
deepseek-r1:1.5b,"In a group of 50 students, 30 play football, 25 play cricket, and 10 play both. ",reasoning,0.439420223236084,16.328937084007883,15.6,22.8,59.89373608831988,88.10113857583734,320.10084870582267,deepseek,deepseek,0.5274842265345819,0.8034540568213353,0.3550058289936794,0.3600000000000009,0.6450287418614974
deepseek-r1:1.5b,Write a Python function to check if a string is a palindrome without using rever,coding,0.7625360488891602,4.739045618627991,3.9,22.8,60.53973123862659,60.73380833210909,37.25655115935811,deepseek,deepseek,0.12689382755419554,0.017449596834303926,0.6289687340743746,0.3600000000000009,0.1941986632570944
deepseek-r1:1.5b,Implement a function in Python that returns the Fibonacci sequence up to n terms,coding,0.7321875095367432,25.92176480613689,10.65,22.8,58.52270273393714,68.58659039341643,239.5466701053357,deepseek,deepseek,0.8590485639605675,0.24298572580721417,0.6032368653578266,0.3600000000000009,0.5598677702548259
deepseek-r1:1.5b,Write a Python script that counts how many times each word appears in a given te,coding,0.6710371971130371,17.131703804271915,3.7,22.8,60.7256540242426,68.08254529418642,171.26377313386843,deepseek,deepseek,0.5552308746994363,0.22850927916440772,0.5513888408782768,0.3600000000000009,0.44436736545344147
deepseek-r1:1.5b,Create a function that sorts a list of dictionaries by a key named 'score'.,coding,0.2988405227661133,1.1895009908481384,13.6,22.75,56.622972880212,65.92397064313704,25.390653952506245,deepseek,deepseek,0.0042081662701007605,0.16651385294527254,0.23581134801063228,0.3400000000000006,0.2704751527894956
deepseek-r1:1.5b,What are the three laws of thermodynamics?,factual,0.6794848442077637,12.501833940849655,10.0,22.8,58.60366882270143,64.58086617941719,117.09891399556544,deepseek,deepseek,0.39520509522119884,0.12793916957972118,0.5585514177483205,0.3600000000000009,0.34875350541273176
deepseek-r1:1.5b,Who wrote the novel '1984' and what are its central themes?,factual,0.7576568126678467,1.8845670050140573,16.599999999999998,22.75,59.14878985984774,63.892579181678784,15.685374584585285,deepseek,deepseek,0.028232271479726706,0.10817119641041842,0.6248317354390889,0.3400000000000006,0.18477792042719837
deepseek-r1:1.5b,Explain how the human respiratory system works in simple terms.,factual,1.037278652191162,17.83785072545626,12.0,22.65,58.84373039385055,69.86240250711282,118.99365127287524,deepseek,deepseek,0.5796379778842232,0.2796277366478826,0.8619170324064556,0.3,0.41336010566676296
deepseek-r1:1.5b,What is the difference between supervised and unsupervised learning in machine l,factual,1.072465419769287,15.981242407224162,3.0,22.6,60.77598089495068,81.29599298442665,120.02332332214606,deepseek,deepseek,0.5154665860146341,0.6080066113425903,0.891751129967658,0.28000000000000114,0.48223839181509903
deepseek-r1:1.5b,Write a motivational paragraph for students preparing for exams.,general,0.1600780487060547,23.67863399384198,26.25,22.8,56.3460107382229,69.45441807721816,966.9594385740296,deepseek,deepseek,0.7815174956372317,0.26791020415031813,0.11815765391242015,0.3600000000000009,0.6333485287175041
deepseek-r1:1.5b,Summarize the impact of social media on modern communication.,general,0.9051194190979004,2.430870490263956,38.15,24.4,60.03036964078615,90.3962840670416,24.01234798237639,deepseek,deepseek,0.04711458213589983,0.8693718711035341,0.7498620831996616,1.0,0.3296849775454878
deepseek-r1:1.5b,Draft a short email to a professor requesting an extension for a project deadlin,general,0.4086008071899414,16.337821891434835,14.6,23.9,59.96459740705251,91.08268580966563,355.49207564633525,deepseek,deepseek,0.5277913190179463,0.8890856987308744,0.32887471413470826,0.8,0.6320672943994992
deepseek-r1:1.5b,Describe a peaceful morning scene in a small village.,general,1.1337077617645264,6.767947940896937,7.3,24.1,56.10391137450903,60.50004296599974,35.801203323495194,deepseek,deepseek,0.19702035058486736,0.010735729653395401,0.9436771843261826,0.8800000000000011,0.10529342226472892
deepseek-r1:7b,A train leaves City A at 9 AM at 60 km/h and another from City B at 10 AM at 90 ,reasoning,1.0711321830749512,4.0208146704083045,4.7,23.75,60.31211578558805,69.47193004587399,25.837151079486866,deepseek,deepseek,0.10206905477984975,0.2684131573190799,0.8906207074722504,0.7400000000000005,0.16922742761321372
deepseek-r1:7b,"If all bloops are razzies and some razzies are lazzies, can we conclude that som",reasoning,0.5089259147644043,5.418231141557063,7.35,23.4,56.25381417744654,94.22459610157472,98.3821825760952,deepseek,deepseek,0.15036904304042975,0.979323054012749,0.41393819831435247,0.6,0.5111568937571261
deepseek-r1:7b,You are given a 3x3 grid with numbers 1 to 9. Find the path from top-left to bot,reasoning,0.9682419300079346,25.50146936888997,2.8,23.25,58.581517004066335,79.61188455575456,207.5376216373911,deepseek,deepseek,0.8445215671030643,0.5596381104969015,0.8033822920286414,0.5400000000000006,0.5910236015845678
deepseek-r1:7b,"In a group of 50 students, 30 play football, 25 play cricket, and 10 play both. ",reasoning,0.5206160545349121,27.235250377547537,8.2,23.05,57.05946979768686,75.05812704684301,385.255377314642,deepseek,deepseek,0.904447583500836,0.42885174296204964,0.4238500144436136,0.46000000000000085,0.6596645534002264
deepseek-r1:7b,Write a Python function to check if a string is a palindrome without using rever,coding,0.4968640804290771,3.1672038564889173,2.65,22.95,62.07384914526754,60.28100476790427,37.66734281354308,deepseek,deepseek,0.0725650428101629,0.004444834667392304,0.4037112304200089,0.42000000000000026,0.20761722144028105
deepseek-r1:7b,Implement a function in Python that returns the Fibonacci sequence up to n terms,coding,0.9974019527435304,19.69504101418992,3.65,22.8,57.57372107164628,92.07043584504729,180.00074401525362,deepseek,deepseek,0.6438294848511894,0.9174544115811257,0.828106443266719,0.3600000000000009,0.6311468287614695
deepseek-r1:7b,Write a Python script that counts how many times each word appears in a given te,coding,0.8221468925476074,21.811906845232844,4.1,22.6,60.29246271715965,83.89716874032703,219.9079568200276,deepseek,deepseek,0.7169963587928893,0.682713779602687,0.6795114763556327,0.28000000000000114,0.627710382126835
deepseek-r1:7b,Create a function that sorts a list of dictionaries by a key named 'score'.,coding,0.1034290790557861,9.415371827824124,3.6,22.55,56.29018762471368,65.07994606424079,540.2070578640646,deepseek,deepseek,0.2885253137074539,0.1422730125913559,0.07012622040448989,0.26000000000000084,0.4180667851794903
deepseek-r1:7b,What are the three laws of thermodynamics?,factual,0.9295387268066406,15.668906712964908,4.0,22.5,57.419657287523066,82.64609497036102,137.83082222516344,deepseek,deepseek,0.5046710854050838,0.6467822673138174,0.7705666849208067,0.24000000000000057,0.5177897773720174
deepseek-r1:7b,Who wrote the novel '1984' and what are its central themes?,factual,0.6502714157104492,17.709258913882138,3.0,22.4,57.644051405485584,91.96844747677424,246.67023431894268,deepseek,deepseek,0.5751933594632517,0.9145252507307435,0.5337819849224441,0.2,0.677678522020035
deepseek-r1:7b,Explain how the human respiratory system works in simple terms.,factual,1.1611721515655518,18.392112111799783,3.95,22.35,61.31132379129254,60.41775033047578,94.88016224902896,deepseek,deepseek,0.5987953436419617,0.008372240852337074,0.9669636451516458,0.18000000000000113,0.3306370806821566
deepseek-r1:7b,What is the difference between supervised and unsupervised learning in machine l,factual,0.1941723823547363,27.695570552311807,3.5,22.3,62.77542422602724,79.38336021501297,1076.819219209876,deepseek,deepseek,0.9203579863737499,0.5530747683864796,0.14706550042320088,0.16000000000000086,0.7886525249808036
deepseek-r1:7b,Write a motivational paragraph for students preparing for exams.,general,1.178208351135254,6.288133001715106,2.95,22.3,59.03408757903952,61.45442690961532,32.522377879488005,deepseek,deepseek,0.18043613506414852,0.03814615038282591,0.9814082695095417,0.16000000000000086,0.17133664523859876
deepseek-r1:7b,Summarize the impact of social media on modern communication.,general,0.9724371433258056,24.615164176007344,2.95,22.25,60.08486360962884,72.71449171014598,182.18765073976752,deepseek,deepseek,0.8138875139804966,0.361541274208919,0.8069393224701995,0.14000000000000057,0.5586295233608344
deepseek-r1:7b,Draft a short email to a professor requesting an extension for a project deadlin,general,0.6680235862731934,11.602604453254086,2.8,22.2,56.10346208293374,67.14168415392918,114.89547256686012,deepseek,deepseek,0.364124329686262,0.2014872406285096,0.5488336655667688,0.12000000000000029,0.38432917094970387
deepseek-r1:7b,Describe a peaceful morning scene in a small village.,general,0.4801256656646728,13.496123871928168,3.2,22.2,62.14131144627275,67.56164016350795,186.038056872781,deepseek,deepseek,0.4295715085204684,0.21354860334045753,0.3895190913440808,0.12000000000000029,0.44598936614150847
deepseek-r1:8b,A train leaves City A at 9 AM at 60 km/h and another from City B at 10 AM at 90 ,reasoning,0.6017487049102783,19.906290335424444,3.4,22.2,57.14966294225188,65.55841298022807,213.32694164109083,deepseek,deepseek,0.6511310588245485,0.1560148400393742,0.4926406301579822,0.12000000000000029,0.4967287495100352
deepseek-r1:8b,"If all bloops are razzies and some razzies are lazzies, can we conclude that som",reasoning,0.1099488735198974,9.746319902675754,3.35,22.2,56.30063654932861,88.76280870904166,721.2328917743663,deepseek,deepseek,0.2999641284489567,0.8224575793099054,0.07565421281497231,0.12000000000000029,0.6395920826095598
deepseek-r1:8b,You are given a 3x3 grid with numbers 1 to 9. Find the path from top-left to bot,reasoning,0.1654810905456543,18.02255566345415,4.35,22.2,59.49643073845321,74.14610475510624,761.5078616288536,deepseek,deepseek,0.5860220777722369,0.40265797168335576,0.12273877597803681,0.12000000000000029,0.6186584674182941
deepseek-r1:8b,"In a group of 50 students, 30 play football, 25 play cricket, and 10 play both. ",reasoning,0.4823894500732422,12.080678868084542,2.7,22.2,56.86792254309427,91.9105968983926,225.5008521279825,deepseek,deepseek,0.38064838611520374,0.9128637509711451,0.3914385050768948,0.12000000000000029,0.6358307787220461
deepseek-r1:8b,Write a Python function to check if a string is a palindrome without using rever,coding,1.063587665557861,21.64190980221284,2.8,22.2,59.569218809656846,82.80852487300567,166.9295096851408,deepseek,deepseek,0.7111206192751993,0.6514473415748776,0.8842238745958768,0.12000000000000029,0.5910376752633677
deepseek-r1:8b,Implement a function in Python that returns the Fibonacci sequence up to n terms,coding,0.3253529071807861,2.8930449080589336,10.25,22.2,63.0725535528123,89.08632634589969,76.85358835244595,deepseek,deepseek,0.06308907464741785,0.8317491800320164,0.25829062410359127,0.12000000000000029,0.5111022590478538
deepseek-r1:8b,Write a Python script that counts how many times each word appears in a given te,coding,0.6775603294372559,19.88496261962184,4.5,22.2,56.7216965287826,70.21057229330069,203.05630586587628,deepseek,deepseek,0.6503938924577861,0.2896273603721993,0.5569196633879967,0.12000000000000029,0.5236618324171749
deepseek-r1:8b,Create a function that sorts a list of dictionaries by a key named 'score'.,coding,0.7161667346954346,23.360075950757807,1.8,22.2,59.76730361114557,94.281789562557,303.2953259527137,deepseek,deepseek,0.7705069271639473,0.9809656810068258,0.5896531976179459,0.12000000000000029,0.7725618356440375
deepseek-r1:8b,What are the three laws of thermodynamics?,factual,1.2001357078552246,12.271851340314658,2.25,22.2,60.6715485838824,64.23581385220507,65.14082290121908,deepseek,deepseek,0.38725602840016266,0.11802908095572098,1.0,0.12000000000000029,0.27831113564678134
deepseek-r1:8b,Who wrote the novel '1984' and what are its central themes?,factual,0.8868119716644287,9.914620679325,3.0,22.2,57.00787868186888,81.47114267506375,90.0696580170846,deepseek,deepseek,0.3057812385977462,0.6130370047635071,0.7343395953321961,0.12000000000000029,0.44735567780171137
deepseek-r1:8b,Explain how the human respiratory system works in simple terms.,factual,0.1884427070617675,5.827850641708223,1.95,22.1,59.71741544197987,72.66003603559288,213.38745268414843,deepseek,deepseek,0.16452703921199446,0.3599772779151941,0.14220743293220714,0.08000000000000114,0.43736251247291447
deepseek-r1:8b,What is the difference between supervised and unsupervised learning in machine l,factual,0.9058160781860352,13.051109529579971,3.55,22.1,59.28537306510401,77.66378979382999,110.67709458532264,deepseek,deepseek,0.4141901329928577,0.5036877800220833,0.7504527653405024,0.08000000000000114,0.4586918341356675
deepseek-r1:8b,Write a motivational paragraph for students preparing for exams.,general,1.09228253364563,15.464861882151732,2.65,22.1,59.24395068193407,79.8080152139329,111.96947195472146,deepseek,deepseek,0.4976185258164547,0.5652710886023818,0.9085536312902243,0.08000000000000114,0.47891801064925155
deepseek-r1:8b,Summarize the impact of social media on modern communication.,general,0.5152900218963623,12.74733562437752,2.6,22.1,58.98304037856248,66.23503116835165,160.73409682254837,deepseek,deepseek,0.4036905601324581,0.1754476787137041,0.41933418681040335,0.08000000000000114,0.42224369030501363
deepseek-r1:8b,Draft a short email to a professor requesting an extension for a project deadlin,general,0.9068245887756348,1.439157785940139,4.05,22.15,59.75103092734034,68.67030159010265,10.779313775629852,deepseek,deepseek,0.01283724752188028,0.2453899564486485,0.7513078596100973,0.1,0.21849031402132724
deepseek-r1:8b,Describe a peaceful morning scene in a small village.,general,1.0122342109680176,14.870066718917888,2.25,22.15,60.07801670184665,67.42826739770368,98.08543132159558,deepseek,deepseek,0.4770601597210359,0.20971806569468243,0.840682393528129,0.1,0.3756030048911933
llama3.2:1b,A train leaves City A at 9 AM at 60 km/h and another from City B at 10 AM at 90 ,reasoning,0.0968019962310791,22.582406028534148,2.55,22.4,58.79512138514634,72.87598905266142,1540.9030098627609,llama,llama,0.743627719075659,0.3661795648409504,0.06450726051851866,0.2,0.674403504978845
llama3.2:1b,"If all bloops are razzies and some razzies are lazzies, can we conclude that som",reasoning,0.9932353496551514,17.478088474321964,5.8,22.4,59.22905204239119,84.93693675684004,147.97477938593656,llama,llama,0.5672032364416082,0.712576476879064,0.8245736708186244,0.2,0.5557395034766377
llama3.2:1b,You are given a 3x3 grid with numbers 1 to 9. Find the path from top-left to bot,reasoning,0.5780093669891357,4.938510593501301,11.8,22.35,57.49019556290624,60.38674680712128,50.71697927893032,llama,llama,0.13378809003333889,0.007481802968373628,0.4725125600814907,0.18000000000000113,0.2432572648875494
llama3.2:1b,"In a group of 50 students, 30 play football, 25 play cricket, and 10 play both. ",reasoning,0.8248767852783203,15.095529639651891,20.35,22.4,55.37819933318249,66.07676722697269,119.4743722374103,llama,llama,0.48485300934710074,0.17090225310327217,0.6818260932319592,0.2,0.38884666102343013
llama3.2:1b,Write a Python function to check if a string is a palindrome without using rever,coding,0.3585155010223388,23.702468046541203,17.049999999999997,22.5,55.56484987329854,63.55135279118853,408.7545584022264,llama,llama,0.7823412904681515,0.09837099074906853,0.28640846862723807,0.24000000000000057,0.5611661196865335
llama3.2:1b,Implement a function in Python that returns the Fibonacci sequence up to n terms,coding,1.1069300174713137,1.0677502188304389,20.25,22.45,58.51606334914367,82.77899151776523,7.913413098858447,llama,llama,0.0,0.6505991277107327,0.9209729153438482,0.22000000000000028,0.2889851552444501
llama3.2:1b,Write a Python script that counts how many times each word appears in a given te,coding,0.2025613784790039,21.52797842628815,10.45,22.5,60.60031789363546,82.2235119147866,832.7505228378154,llama,llama,0.7071827208510091,0.6346454544263943,0.15417834840664402,0.24000000000000057,0.7184310549869931
llama3.2:1b,Create a function that sorts a list of dictionaries by a key named 'score'.,coding,0.8864626884460449,21.54718457054944,16.25,22.4,57.584880937650055,87.84885467254865,211.15161961977265,llama,llama,0.7078465576967196,0.7962083272817034,0.7340434456619935,0.2,0.6551924321308003
llama3.2:1b,What are the three laws of thermodynamics?,factual,0.0862696170806884,16.032889693197244,9.85,22.4,58.58008313590656,80.39900073564525,1338.977290371358,llama,llama,0.5172517111778863,0.5822445109901982,0.0555770845247545,0.2,0.650458620863263
llama3.2:1b,Who wrote the novel '1984' and what are its central themes?,factual,0.6205782890319824,9.04374844899274,2.55,22.4,62.14114919145951,73.9972248866889,106.1267568894713,llama,llama,0.2756806069178184,0.3983820617010465,0.50860582640616,0.2,0.40806569599620934
llama3.2:1b,Explain how the human respiratory system works in simple terms.,factual,0.1771292686462402,16.825838618058444,2.6,22.4,56.2092731658943,90.62914857311668,814.8973375544376,llama,llama,0.5446590192730536,0.8760598650992082,0.13261501371688453,0.2,0.734158564495607
